text,language,predictions
@user ん。,Chinese,2.8715746
مرحباً بك لو ما وراك الا الجروّح.,Arabic,2.6943915
@user @user 一切都在按部就班的发生，等没有外部输入了，大号朝鲜就要开始饿殍遍野了,Chinese,2.6052856
Nog steeds een beter debuut dan die van mij bij @user http,Dutch,2.8794475
eh só uma sonequinha,Portuguese,2.596699
"""اللهم إني أسألك بنورِ وجهك الذي أشرقت له السموات والأرض؛أن تجعلني في حِرزك وحفظكَ وجِواركَ وتحتَ كَنَفِكَ""",Arabic,2.5932822
"Verbazing bij wetenschappers: in een computermodel dat het klimaat nabootst, brak spontaan een mini-ijstijd uit http",Dutch,2.8715441
"विपक्ष नकारात्मकता फैला रहा, रोजगार मसले का 60 साल में हल नहीं खोज सकी कांग्रेस : अमित शाह http",Hindi,2.6289873
@user @user Ga door,Dutch,2.511517
@user Gaby la plus belle les autres à la poubelle 🥺,French,2.4895434
@user Les goûts ne se discutent pas tfasson,French,2.440266
"फानी से तबाही का जायजा लेने ओडिशा पहुंचे PM मोदी, CM पटनायक ने किया स्वागत http",Hindi,2.508946
@user 是非〜,Chinese,2.6936543
"@user “ja mevrouw, dat is echt een zomerartikel hè. We hebben nu de herfstcollectie hangen natuurlijk”",Dutch,2.6443672
and then you stop wanting what you’ve always wanted🤷🏻‍♀️,English,2.860498
@user 真礼貌啊哈哈哈哈哈哈 还无意冒犯,Chinese,2.5393128
"एक आदमी लाखों का सूट-बूट पहनकर कहता है~ की मैं गरीब हूं , और हम उसे गरीब मान लेते हैं.. #ModiDeshBechDega",Hindi,2.9308047
@user 저도 그러고 싶은데 약을 먹을때까지 기다려야돼요.. 약먹구 좀 나아지면 다시 자려구요,Korean,2.6410096
@user 죄송하다고 하려고 했습니다람쥐 (^^),Korean,2.5733612
ngl I think my straight friend is a lil fruity,English,2.8890638
@user फुहड़ता 😡😡😡,Hindi,2.6406403
...팬클럽 굿즈보다 키노가 더 빨리오게 생김 택배예약만 걸어놓고 대체 언제올건데??,Korean,2.721885
@user @user نسيت متى ماتت بس كانت احزن لحظة عندي فالحياة,Arabic,2.7197523
@user omg on cherche vraiment tous les détails xDD,French,2.4670038
老婆说这件高叉泳衣不好看，我觉得还不错啊，就是颜色太素了。下次穿着去泡温泉就过瘾了。 http,Chinese,2.572094
安推积极一点吧…双手合十,Chinese,2.5751247
아 ㅆㅂ 개웃김 http,Korean,2.4387429
لابدي تراضيني ولابدي تحاكيني لاتصبحني ولاتمسّيني أنساني أعمل معروف,Arabic,2.5036442
빅히트 보안 약한 외부업체에 티켓 맡겼다가 투어까지 유출됐다며 ~~~~.... 대체 뭘 믿고?...??.????,Korean,2.7320724
"Nella mia mente ogni tanto chiamo Ermal “Ermal Menta” coso senza motivo, ma mi fa ridere",Italian,2.7963166
ik ga DOOOOOOOD heb een blind date geregeld voor Ry en hij dacht echt dat ik dr naam zou droppen kk sukkeltje http,Dutch,2.6010232
quero uma namoradinha,Portuguese,2.4861767
@user @gugachacra @arielpalacios Qual território?,Portuguese,2.2927563
@user @user WoW alleen omdat ze conservatief is?,Dutch,2.8294187
filha de policia eu meto a piroca,Portuguese,2.5291684
اللهم اجعل صلتي بك أقوى من صلتي بعبادك :) واغنني بحلالك عن حرامك وبطاعتك عن معصيتك وبفضلك عن من سواك #أحبك_ربي #عرفه,Arabic,2.479227
maintenant on va écouter l’album!,French,2.5371525
"@user Lo sé, ahí te queda la idea ;)",Spanish,2.4812775
@user ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ순서를 어찌하면 좋을 지 생각을 해보시겠오...?,Korean,2.4977045
@user Nan c rien ca frerot en plus 80% tu va oublier pcq j’ai pas cite de nom,French,2.5597656
Monedero intenta lavarse las manos con la sucia corrupción chavista de la que cobró http,Spanish,2.572348
万粉福利 哥哥们转推这条 月底抽一个哥哥免门槛发福利视频哦 http,Chinese,2.7156458
"@user @ADnl Beterschap Johan, het ga je goed man! Adviesje, neem voortaan de traplift!",Dutch,2.8231606
氣象局最近一直在隱匿台灣東北部的超低頻地磁， 恐為台灣東北部大地震前兆。 詳情請大家看我每天發布的最新地震預報。 http,Chinese,2.6603823
"Ces 2020, l'innovazione ha cambiato volto http di @repubblica",Italian,2.464923
"कार्य की अधिकता मनुष्य को नहीं मारती, बल्कि चिंता मारती है !!",Hindi,2.695271
@user 不過已經有人開始找我 怕海外沒人權的,Chinese,2.7000089
Ai conseguiram fazer um desfecho merda. Meu pai amado.,Portuguese,2.4141262
I always say/do the wrong thing and I really hate that.,English,2.8576062
鱼说：我终日将双眼睁开，是因为时时刻刻不想你离去！水说：我终日流淌，是因为时时刻刻想要拥抱你！ #LisaYoutube #lilifilm,Chinese,2.8522823
que tudo de certo p minha beija flor. 🤞🏼💙🤍,Portuguese,2.4791038
@ImRo45 का शतक पूरा हो और पारी घोषित कर दो भाइयों। पर्याप्त रन हो गए इन चिन्दियों के खिलाफ #IndiaVsPakistan #FathersDay,Hindi,2.4969425
@Rita_Maestre @alesanper No solucionará nada. Favorece a las grandes empresas.,Spanish,2.2547061
몰래 만드려고 했단 말이야? 아 이 귀여운 것을 어찌하면 좋을꼬ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ http,Korean,2.5218701
बचपन की खतरनाक अपवाह पेंसिल के छिलके को दूध में मिलाने से रबड़ बनता हैं याद आया या नही 😂😂,Hindi,2.5842204
भारतीय सेना दिवस के शुभ अवसर पर सभी मित्रों और देशवासियो की शुभकामनाऐ http,Hindi,2.4609365
مانشستر سيتى وكريستال بالاس مباراة مجنونة👌,Arabic,2.4033675
aprendi que não existe crescimento sem abrir mão de certas coisas… tem lugares e pessoas q não são mais pra mim,Portuguese,2.6777656
@user हा हिस्ट्री इन जैसे लोगो से भरी पड़ी है👍,Hindi,2.5839946
「；ｌｐ；・￥・：ｐ：；,Chinese,2.8680644
@user @user @user @radar @user Valt nog mee. Bij Ziggo moet ik Acht dagen wachten op monteur.,Dutch,2.7688599
E eu zolpidado!,Portuguese,2.5016057
"२ महीने मे खांग्रेस एक अध्यक्ष नही ढूंड पाई और मोदी जी ने ट्रिपल तलाक़ के साथ ३० बिल पास करवाए, ३७०/३५ ए हटाई",Hindi,2.5655222
"@user @user @corradoformigli Questi si pongono da soli fuori dalla società, però.",Italian,2.2900252
@user @user Ci hanno comprato Espresso Repubblica e il potere politico che ne deriva. Il resto argent de poche.,Italian,2.4389124
(أأمنتم من في السماء أن يخسف بكم الأرض فإذا هي تمور) [الملك:16] http,Arabic,2.3637002
१६७१५२८ : सोह्र लाख एकहत्तर हजार पाँचसय अठ्ठाईस,Hindi,2.6279738
Bon les lyonnais venez dm j’ai des questions RT apprécié,French,2.479108
아나 테루쨩 밑에서 자고 있잖아ㅋㅋㅋㅋㅋㅠㅠ http,Korean,2.5711694
@user Vraiment on saura plus être empathique sur ce réseau à cause de tout ça..,French,2.4010875
@user 哎，不知道他们是怎么想的,Chinese,2.566353
@user Les écoute pas on est les meilleurs,French,2.334712
اللي يعرف طريقة تقفيل الحساب نهائيًا في تويتر ؟ يجي يعلمني . #اسأل_جوجل .,Arabic,2.5535192
Essa série EL CHAPO muito foda 🤑,Portuguese,2.4883583
@user Yo ya te dije cuando haha,Spanish,2.6106234
الي مايعرف ولا قد سمع التحفه الفنيه ذي احب اقولك راح نص عمررركك من جد http,Arabic,2.6047049
@user おはよー！！！！！！！,Chinese,2.7625718
@user もこさんは！！！！！！！！！！！！しょぼ筋古参なのでそらくん呼びで大丈夫です！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,Chinese,2.5701349
애플파이였다니,Korean,2.5355725
@user Qué wacho.,Spanish,2.6841824
and that's the way life goes,English,2.7443366
さあ寝るｿﾞ！！！！！！,Chinese,2.7091956
"@Amitjanhit @ArvindKejriwal तो लेले केजरी से ठन ठन गोपाल। इसका इलाज भाजपा करेगी, उसे जिताओ।",Hindi,2.5326858
来自台湾swag@chinhbaby 【你们貌似最喜欢这个小姐姐】 swag系列最近很火，所以我整理了几乎全部的swag152个视频差不多42个G。主页简介上车。 http,Chinese,2.6057534
영저 시즌 3 첫 에피소드 공개되기까지 4시간! http,Korean,2.4620075
"Fuck everyone, Im so proud of my Bestfriend AHHAHAHA",English,2.4455717
看了两个时团互婊的视频乐死我了，好喜欢看年盆婊人，简直是我嘴替，贺已经超越婊人的境界了，像女王😉,Chinese,2.6539326
Cette robe est disponible ici : http,French,2.4343364
@user @user Hij is een CS God geen cod noob e,Dutch,2.7849464
Pool party privada en la habitación 14,Spanish,2.5148358
우리나라에서 띄어쓰기 제대로 지키는 사람 몇 명이나 될까 이렇게나 헷갈리는데,Korean,2.654585
@user 저 9시 ?? 정도 부터 할 거 같아요 !!,Korean,2.596547
@user Cijfers zijn zeer matig dit is een opluchting rally en uiteindelijk bepalen de Amerikanen de koers en #afwachten,Dutch,2.7869027
"El independentismo, entre el cabreo y la risa por los 'sellos de Puigdemont' http",Spanish,2.6100373
@Mdzeeshanayyub कागज़ दिखाया कि नहीं बे ?,Hindi,2.5262349
@user hai comunque la media piu alta della mia,Italian,2.5601764
켜지지 않는 강다니엘의 카메라... 손에 꼬옥...☆ (출처 : 구해줘! 홈즈 | 네이버TV) http #강다니엘 #구해줘홈즈,Korean,2.4410124
@user 왔어요?,Korean,2.5856411
@user @user Zijn VROUW?,Dutch,2.8298178
". अरे सारे ही चौकीदार बनोगे क्या , 2-4 ड्राइवर भी बन जाओ , बुलेट ट्रेन नहीं चलानी क्या 🤣🤣😂😜😆 @user ✍️ 🔁🔁🔁",Hindi,2.6463478
@user Apres tout le monde a fait la meme blague donc sur celle là franchement y'a rien,French,2.474278
Sono troppo debole per tutto questo!💔😩 http,Italian,2.474926
No voy a entrar más a ig hasta que vuelvan todos de Santa Rosa. No quiero más depresiones,Spanish,2.7733247
"➡ 10 साल के शासन में डॉलर के मुक़ाबले रूपया 31.46% टूट कर कमज़ोर हो गया ; पर कुछ न कहो, बहोत महान अर्थशास्त्री प्रधानमंत्री रहे हैं साहब !",Hindi,2.658725
ALLAH I love you ! 🙏🏽,French,2.9724536
대댱님 대댱님~ 목말라여 대댱님 .. 저희 메인보컬이라 목마르면 앙대는데 http,Korean,2.4923923
Como eu queria meu pai morando pertinho de mim p eu abraçar e dar todo amor que ele merece 😫❤,Portuguese,2.6019237
@user おんまゆ🐕,Dutch,2.518302
أنا واحشني وجهك واجد لذلك ما عادت الأيام لها ضحك ومرحبا,Arabic,2.628279
"Ma tortue n'est plus, ma tristesse est infinie, sois heureux dans ta nouvelle famille Daisen Scofield http",French,2.4208899
"There's a new Showtime show about Boston in the 1990s and Kevin Bacon is in it instead of, like, Mark Wahlberg? Sign me up.",English,2.6007771
@user 对没有任何一点庇护的内地屁民，它们从不会软手！,Chinese,2.647869
@user Agitazione ne abbiamo?,Italian,2.408039
"🔥🔥🔥🔥🔥🔥🔥🔥 안녕하세요 삐루니입니다,, 얼빡 손거울을 제작하는데에 앞서 고화질 사진을 구하고 있습니다.. 엽사 👌 정면샷 👌 멤버별로 구하고 있어요 디엠 혹은 멘션, 옾챗 부탁드립니다..🙏 http",Korean,2.7860825
@user 太长了,Chinese,2.6133711
"@user Sinceramente non saprei, però Riccione conosco bene, vengo a trovarti e risolviamo il problema in altro modo.",Italian,2.5561442
@user Idk what happened girl I have nothing to tell you 😂,English,2.6353292
...아 잠바 들고 나올걸ㄹ..,Korean,2.6901124
Incredibile come il mio vicino coordini l'avanzamento dei suoi lavori per la casa a🅱️usiva con il mio calendario esami,Italian,2.497136
três marinhas achei que era três marias fiquei confusa,Portuguese,2.6022046
Nonnn pas ça youssef...pas mtn,French,2.483691
(وأنا كنا نقعد منها مقاعد للسمع فمن يستمع الآن يجد له شهابا رصدا) [الجن:9] http,Arabic,2.4359603
"Quem fala mal dos outros pra você, fala mal de você para os outros.. Abraça o papo!!",Portuguese,2.2988145
@user 野良？,Chinese,2.8494754
@user الله يجيبها عاجلاً غير اجل هالفرحة,Arabic,2.4561837
숙희는 계연은 커플게임 처럼 짧은게 좋습니다,Korean,2.7591105
@user 반말은 더더욱 못하겟서,Korean,2.6729445
@user Anders eens aan @user of @user vragen. Die hebben er inmiddels 100 rondlopen dacht ik,Dutch,2.9503958
슈퍼휴먼 포스터 교환 저 태용 님 쟈니 서울 직거래 건대입구 강남역,Korean,2.7982688
आप सब के सहयोग से मैं भी अब 1K ग्रूप में शामिल हो सकती हूँ।💯% Follow back Gauranteed। अंधभक्त कृपा दूर रहें। http,Hindi,2.6191056
Canestro di Vitali sulla sirena e Brescia sorpassa Bologna. Che finale. #SerieATipo,Italian,2.569053
"“Si la violencia sigue, 2019 será el peor año en la historia”: Jorge Ramos y AMLO debaten en vivo http @SinEmbargoMX",Spanish,2.6106675
丘吉尔：我不相信一个限制人头脑和禁锢人思想的国家，会成为世界的老大。不仅我不信，地球人都不信。真正的强大是所有人内心认可你，而不是怕你，这就是希特勒无法领导世界注定要失败的根本原因！ ​​​👍👍,Chinese,2.708242
@user Get onto Narcos and Ozark. Really good stuff,English,2.640152
@user 아이스크림이용...!,Korean,2.7241042
I’m so eh about matt rhule.. but I respect tf out the fact that tepper knows what he wants to do,English,2.7458916
मोदीजी के स्वागत में स्वयं देवताओं ने हाजिरी लगाई जमाज़म बारिश के रूप में आशीर्वाद । जय हो । भारतमता की जय ।,Hindi,2.421784
Vou pia no língua com a aninha rs,Portuguese,2.5075648
stel je voor je bent 1 seconde terug in België en ineens suckt alles weer :////,Dutch,2.788724
@user 그 감정 한 번 느껴보고 싶다면 배드엔딩 밟도록해 ㅋ. 후,Korean,2.6738806
@user Krao y el segundo vídeo del canal,Spanish,2.5174599
"Y sí. siempre el que mas da, es el que mas pierde",Spanish,2.5282183
"eu tenho cada sonho tão lindo, podia tanto ser verdade 😞",Portuguese,2.6188471
@user اهلييين سعود شخبارك,Arabic,2.736941
@user Quién eres?,Spanish,2.8013487
تابعونا على سناب شات لمعرفة ما هو جديد 21 http,Arabic,2.5176847
@user i want suck your clit very slowly while watch in your eyes and you moaning http,English,2.6093538
"@user Pides mucho faby, el hombre es una criatura sencilla 😂😂😂😂😂 http",Spanish,2.392833
@user Quiere otro imperio en África occidental.,Spanish,2.6533527
@user लेकिन कुछ भी दबाइएगा तो वोट कमल छाप को ही जाएगा बहुत दुविधा है,Hindi,2.5981112
打敗了出現中的魔女「薩薇」！ http #神女控,Chinese,2.5822675
"@user @user Vrijwillig voorproever, bedoel je. -)",Dutch,2.6265123
"@user Geen idee waar dit over gaat, maar ik ben nooit weggeweest, dus ik ben ook nergens van teruggekomen... 🤪",Dutch,2.9109826
@user Old school,English,2.6053367
"@OM_Officiel @user @RudiGarcia J'ai l'impression qu'on joue le maintien face à Lyon, Lille, Montpellier et saint-étienne!!!",French,2.562628
@user मथुरा वृन्दावन में,Hindi,2.846989
@beinsports_FR J'espère qu'il n'y aura pas de comique au rabait...,French,2.469055
@user @user Vi uma notícia que ele tinha se machucado,Portuguese,2.3842065
@user sah non,Italian,2.614013
@user 🇮🇶 الي يلغي المتابعه الغيه من الوجود,Arabic,2.6632156
@user @user 情妇还分资深资浅，这个学问大了。能否详解一番啊？😂,Chinese,2.4709885
@user @user Hycklare?,Italian,2.7253585
@user @user जय माता दी जय माँ भवानी 🙏🏻🌹🙏🏻,Hindi,2.8707592
Mi sto un attimo innervosendo eh. Ma leggermente.,Italian,2.8491156
(وفي أنفسكم أفلا تبصرون) [الذاريات:21] http,Arabic,2.3704815
@user Grazie 😁 si mi assomiglia,Italian,2.528489
@user Come scusa non accetto una risposta del genere !!! 😡,Italian,2.4614305
@user Siii accetto l'invito 😋🥰👅,Italian,2.6387992
हज़ारों मसले हैं जो मुझे मसरूफ़ रखते हैं…। मगर तुम..!! फिर भी याद आते हो.! #mondaythoughts,Hindi,2.8960257
Queria dançar na apresentação de domingo como dancei hoje :'),Portuguese,2.4639223
@user @user @user O cuando lo deporten...,Spanish,2.4780147
@user Me llevás!,Spanish,2.4463756
@user Pas dans ce contexte la! Il faut quand même préparer une transition!,French,2.468368
@user I kinda am 😂 more so petty because no one in my family thought I could do it 😁,English,2.7950196
मौका था #घोषणापत्र जारी करने का लेकिन शक्ल तो ऐसी बना रखी है सभी ने जैसे #झाड़ू चेहरे पर चल गई😂😂😂 only modi http,Hindi,2.6046157
"@user Un anfibio alla volta, però.",Italian,2.702181
꼬리전문사이야인 회지샀어야했다,Korean,2.5535324
Só quero essa #SOCIALDOSIRMÃOS #SOCIALDOSIRMÃOS #SOCIALDOSIRMÃOS #SOCIALDOSIRMÃOS #SOCIALDOSIRMÃOS,Portuguese,2.5358765
"जब दिल करे, अपनी बेइज्जती करवाने का... . . . . . SBI में अपना एकाउंट खुलवा लेना..🤣🤣🤣",Hindi,2.7632053
"A boy who strives to be a man, must push to lead with all he can...",English,2.753449
Hello this is me tweeting avoiding to get ready for work,English,2.5439289
Op naar de volgende wedstrijd http http,Dutch,2.7003171
Amberleigh West nació bonita y esta es su fascinante vida http http,Spanish,2.4279015
ボタン外して振り返った瞬間世界ありがとうーーーーーーーーーーーー！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！ってめちゃめちゃ大きい声でた http,Chinese,2.703982
My dawg dropping hits they be hating 😤,English,2.369128
Le billet vert. @EmmanuelMacron revient sur la #ConventionCitoyenne sur le #climat http via @franceinfo,French,2.276494
"@user Sí, lo he visto ahí, quién iba a imaginárselo...",Spanish,2.459996
@user 民主国家的纳税人 质疑监督政府和官员是常态 纳税人有权知道他们交的税 养了什么样的政府和官员 就想家里雇了个保姆 主人有权知道和评估 保姆每天都做了什么 工作的质量怎样 有没有弄虚作假 值不值得继续花钱请同一个保姆,Chinese,2.7833586
@user @user Dat was de vraag ook niet. De vraag is: is seks een primaire levensbehoefte dat is een nee,Dutch,2.8178039
che belli i video asmr,Italian,2.4392364
"The principle of “what goes up, must come down” is especially ... More for Libra http",English,2.4907339
Mendy il a dit que j’étais méchante 😔😔😔😔,French,2.786671
ما عاد ابغى أحد يعرف عني أي شي هاتو اسراري لو سمحتوا,Arabic,2.7682035
"amanhã tem reunião pra decidir o convite, e a bonita aqui tem mais isso pra fazer até mês que vem",Portuguese,2.5579638
@user 最🍣高〜〜〜〜🤩✨,Chinese,2.933959
@user ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 귀여워 우리 이제 멀어지지 말자...,Korean,2.5319636
와 나 진짜 거짓말아니고 짤 올리려고 오랜만에 앨범에서 돼지@ 짤찾는데 계속 웃음. 나네 돼지야 나 어케 책임져 ㅜㅜㅠㅅㅂ http,Korean,2.5248895
Tenemos posibilidades si no llaman al Uribe de la selección #PelaezdeFranciscoenLaW,Spanish,2.6231697
@user 전문용어로 NDS 시스템이라 하죠 나 다 싶으면,Korean,2.6585689
"@user Eu gosto, desculpa",Portuguese,2.5051184
@user 그럴예정~,Korean,2.4910023
À côté de mon hôtel en vacance y’a un village avec Guess / Louis Vuitton etc ptdrrrrr 😭 j’vais même pas mettre un pied là-bas,French,2.393424
@user Yo ya no sé ni cuanto he pagado xd.,Spanish,2.5107849
#feednoly ذكرتني بدرجتي بماده والله 😂,Arabic,2.571649
pouco sono hj,Italian,2.4908345
अगर उनकी वीर सावरकर के नाम से सुलगती है तो वो बरनोल का स्टॉक रख लें क्योंकि आज से मैं भी #मैं_भी_सावरकर 👍👍,Hindi,2.9630644
Today is arm and back day!! 💪🏾,English,2.740699
بحاول اخليه صباح الخير😓❌ http,Arabic,2.5566185
@user @user सही कहा भाई जी।,Hindi,2.7932434
@user والله هيك عاد مشكلته هو حمار معناها لازم يفهمها عالطاير,Arabic,2.6637459
@user 今回は尻と！！！！！！！！！！！！！のっと一人！！！！！！！！(^O^)☝,Chinese,2.4817326
@user لا ارجع تاني فهمهاا طبعااا واقعد هنااك متجيش تاني استغل الفرصة 😂😂😂😂,Arabic,2.5396762
+1 🎈,Italian,2.8215058
@user ptdrrr grv gros je m’ennuie mtn un peu comme toi....,French,2.6046054
"Posso estar em qualquer lugar, o frio bate e o joelho pede arrego",Portuguese,2.434936
@user @user Manca la frase “abbiamo bisogno di persone come te”. Non tutti colgono l’ironia.,Italian,2.7050364
One thing I don’t do is front on that “unbothered” shit and be checkin for bitches,English,2.636996
@user @user @user @user @user ai vamo,Italian,2.4400892
"@user CAA वापस नहीं होगा, सिर्फ एक बार लागू होगा 😁 मैं कौन होता हूं मत पूछना, मैं एक सच्चा भारतीय नागरिक हूं।",Hindi,2.6852243
(وأما الذين آمنوا وعملوا الصالحات فيوفيهم أجورهم والله لا يحب الظالمين) [آل عمران:57] http,Arabic,2.6715026
@user ew di naligo,Italian,2.517841
"@user Ah, t'as eu une mise à jour récente d'OxygenOS toi.",French,2.7089038
@user @JobaCDA @user Zo blij met jouw antwoord Lia. Die C van het #CDA wordt helaas niet altijd nageleefd.,Dutch,2.8432167
smooth criminal était LE meilleur cover de la série genre vrmt vrmt,French,2.4371128
@user Kgeloof da wij echt een slecht duo zijn precies,Dutch,2.587674
Hay personas que no tienen clases y yo acá pensando que preparar para el práctico del jueves lpm,Spanish,2.5252285
@user 哈哈难道要求太高？🤣,Chinese,2.6144056
¿Quieres conocer a algunos de los jugadores de la Pandilla Escarlata? #ClubDiablos Info: http http,Spanish,2.638464
@eninaranaiotoko （´-`）.｡oO（！！？,Chinese,2.715405
@user @user ok werk,Dutch,2.711492
"@user Meu xuxu, tiamo",Portuguese,2.5075014
"@AlmereCityFC Ik heb een seizoenskaart gekocht op C3, maar heb hier geen e-mail over gekregen",Dutch,2.8618293
@CICsal @user @user @user Canalizamos reporte,Spanish,2.4479246
"Rancore, rancore allo stato puro per non essere stato eletto. Sgamato alla grande dagli elettori !! http",Italian,2.5058103
@user Kijk dan kan je met een gerust hart weg.,Dutch,2.8865435
@user @user @user since ur dragging shoulders with me now don't worry white paper will settle everything ai,English,2.522162
i got no business being alive like this,English,2.906009
@user @asadowaisi ये भी हो सकता है,Hindi,2.7689586
"Tô só a vontade de fazer merda cr, vtnc 😡",Portuguese,2.631485
*abbia MA GESÙ non so scrivere in italiano,Italian,2.6076212
Algo que beneficiara al trabajador colombiano creado por el Uribismo? http,Spanish,2.5743368
"@aajtak ""वोट जो invalid बन गया""",Hindi,2.6832726
Zensar Tech CMP 217 can move to 260/300 in Mid Term delivery #tecnicalview #NSE #BSE #ShareMarket #India #investing http,English,2.469228
No podés estar en un lugar así lpm,Spanish,2.729925
Predicting what will happen next can be a nail-biting sort of ... More for Virgo http,English,2.511993
@user Jajajaja también puede ser,Spanish,2.6209943
"When you are learning, you are growing. A stumbling block enco... More for Sagittarius http",English,2.5544994
@user 河,Chinese,2.6062694
"@user Vandaag is het gratis festival ook nog, kan je aanraden om met Tat de N35 af te rijden en lekker te ontspannen.",Dutch,2.7077012
@user @user अब तेरा क्या होगा कणीय! सरदार मैंने च्यवनप्राश खाया है! अब जूते खा.....,Hindi,2.5690126
@user उनको अभी तक पता नही चला लिखा किसने है 😜,Hindi,2.7499733
내동생보지말랫지,Korean,2.4983325
@user 需要含着hh,Chinese,2.7005007
ढोंगी 🤡भोगी 🌚बाबा पद्मावती - जोधाबाई कहां जाएगी ?? मुसलमान चले गए तो🤔 अपनी बहन का भी ध्यान दिया करो💃🤖,Hindi,2.6089694
في حالة نادرة.. ولادة طفلة ظلت 9 أشهر خارج رحم والدتها بالدمام http http,Arabic,2.5920627
किसी को पानी लाने भेजो तो प्यास ना होने पर भी ... वो पहले खुद पीता है ...ये ज़िन्दगी है साहब यहां हर कोई अपने लिए जीता है 😊😊😊,Hindi,2.7844808
sono stanca http,Italian,2.5815854
좋아해주셔서 감사합니다 그냥 아무말이나 걸어주셔도 전 좋아해요.. 칭찬도 고마워요 더 열심히 할게요 히히 http,Korean,2.7348819
@user ):,Spanish,2.697496
@user Vedo che sei sul pezzo.,Italian,2.5990996
"Néglige moi aujourd’hui,regrette moi demain",French,2.5148165
@user Estoy de acuerdo.,Spanish,2.44398
@user है 😘थ्याङ्क यु 💞,Hindi,2.6886632
@user Hahahahaha wallah gros livreur en 2 roues c trop un taf de chien,French,2.4692764
"Dat zouden mijn mannen super leuk vinden, want ze zijn er bij! Ik hoop Silver ook!#silveropdemiddenstip",Dutch,2.8263521
Mi dovete consigliare delle serie per favore ? Tipo romantiche sennò d’avventura Ne ho viste un sacco in quasi 17 anni di vita ahah,Italian,2.5029104
Nunca me voy a cansar de decir que el primo de karen y Brenda está muy tremendo jajajaja,Spanish,2.5137718
@user no fuck them,English,2.6418622
باب القلب لما انفتح خلاني حدك إنحني,Arabic,2.6340525
@user oh le boulot !!!,French,2.5238307
@user 一个月，坚持很久啊！,Chinese,2.7358418
"@user pjb, mpn é muito roubo #KCA #VoteJoãoGuilherme",Portuguese,2.9148042
@user @user Hay que salir sin Pamela🤠,Spanish,2.4857817
@user 씨발 까고싶어서 눈돌아갔나봐 확인도안하고 어디서 봤다고 씨발ㅋㅋㅋㅋ 퍼트리는꼬라지,Korean,2.5820854
"Napoli-Venezia, le pagelle: Elmas è il più in forma, 6,5. Insigne di carattere, 6,5 #SerieA http",Italian,2.432509
I liked a @YouTube video http How to Make a Migos Song,English,2.344614
티비 무료영화에 월E잇음 마서가 좋아하겟다,Korean,2.4518073
Bixinha da Marcela meu Deus! Mulher chore não que se tu for pro pardão com o papa ele que sai do mundo.,Portuguese,2.442671
@user We shoulda got this guy for F1 this year...,English,2.640775
योगी जी को जगाना है हमें धरने में जाना है @ArvindKejriwal @myogiadityanath #69k_शिक्षक_भर्ती_मुर्दा_है_यूपी_शर्मिंदा_है,Hindi,2.7995942
"@user Ni ahí, no llegan, se les cae el discurso de no laburar para el estado, NO.",Spanish,2.4910064
"É muito difícil ser uma senhora de idade presa num corpo de 26 anos, pke vce quer sair pra mexer a raba, mas quer estar em casa meia noite.",Portuguese,2.424322
@user Veloo jajaja el q no me había contestado en todo el día,Spanish,2.823385
"Nou vooruit dan maar, gelukkig nieuwjaar! http",Dutch,2.5696313
you make me feel so boiola mas eu sou insegura e iludida demais pra isso,Portuguese,2.5682456
@user 哈哈哈 謝謝頭香,Chinese,2.69476
أنا لستُ فرصتك الثانية لخُطتك الإحتياطية، لذلك لا تبادلني الرسائل عند الملل.,Arabic,2.6819592
When you text your dad and ask him to bring you Newport’s . #hedaman,English,2.3358486
@user Chi Chi chubs tomorrow.,English,2.4711401
낼 실기를 위해 방석을 사온 링링이 아니... 나는 그렇게 의자가 훅 내려가있을줄은 몰랐지... 의자 높이가 그거같음 소형차-&gt;중형차-&gt;트럭 링링이뉸 시험을 소형차로 봐야하는데 훅 내려가서 동공지진이 일어난것,Korean,2.6347487
Voto por la jefa y su #Desprevenida para que sean #N1CanalFiesta13 @_MaluOficial_ @canalfiesta @dominguezja,Spanish,2.5243142
"@user @PlayOverwatch Horrible, sorry you have to deal with stuff like that honestly",English,2.7033653
"Ridículo, perdi meu tempo vendo",Portuguese,2.4728637
Look at me Why would I talk to you for free #findom #efdp #findomme #domme #cashslave http,English,2.5045178
@user पहले देना है हिसाब तुझे अपनी वफा का और फिर मुझसे नज़रें मिलना है तुमको,Hindi,2.7499356
@user Boa tarde meu amoooor,Portuguese,2.5884988
احنا عكس الصيف يجينا مطر اكثر من الشتاء,Arabic,2.6502657
la voix de khalid sera la dernière chose que je veux entendre avant de mourir,French,2.5886228
#이거_알면_rt 나때는 말이야 큐어하트 ㅇㅈㄹ떨거나 트윙클 트윙클ㄹㄹ~~~ ㅇㅈㄹ떨었다 이말이여 특히 쥬얼펫 저거 마지막에 존나 슬펐던걸로 기억해 http,Korean,2.7396917
@user 茶楼 网吧 都行吧,Chinese,2.7022185
@user scusa non so leggere sono impegnat a guardare questa gif http,Italian,2.4976127
