,text,language,predictions
2459,وكنت أزعم مثل الناس إذ زعموا : بأن من غاب عني غاب عن بالي ! واليوم كذّبني قلبي وكذّبهم فارقتهم وأقاموا بين أوصالي ..!,Arabic,4.995273113250732
2460,@user A mort,French,1.0
2461,ربنا هب لنا من ازواجنا وذرياتنا قرة اعين واجعلنا للمتقين اماما http,Arabic,1.0
2462,duetto giordana pamela? #Sanremo2020,Italian,1.0
2463,@user Hij 's al 2 keer zo groot! 😂. Ik durf morgen niet te kijken... 🤪,Dutch,2.908156156539917
2464,@espn 五年了，还不放过特里,Chinese,1.0
2465,バックランニングできた...！！！！！！！！！！ 感動だ！！！！！ 超嬉しいぞ！！！！！！！！！,Chinese,1.6849849224090576
2466,I wanna ball my fuggin eyes out.,English,3.6917612552642822
2467,@user @user @RFA_Chinese 我跟你说了半天你没看？我怎么失明了？我怎么逃避了，我说了我喜欢现在的中国的制度啊，他能让我们复兴啊。。。如果走你们弯弯的道路，估计我们现在还没赶上你们弯弯呢，更别说要超越美国了，哈哈哈,Chinese,1.0
2468,@user 👨‍🔧 Op,Dutch,1.719738483428955
2469,아침부터 버거킹. 근처에 맥도날드가 없어서 맥모닝 대신 아아메에 와퍼 먹었는데 괘안네. http,Korean,1.0
2470,@user @user Bestie😂😂,Dutch,1.7741849422454834
2471,@user @user @user Rimasugli juventini,Italian,1.8579990863800049
2472,我觉得日本人的 #工匠精神 的背后是他们的强烈的耻辱观，说白了就是“丢不起那人”。西方也有类似的工匠精神，背后的支撑可能就是“荣誉感”，翻译了也是“要脸”。而 #中国人 不行，因为生活中最不重要的就是“脸”。至于那个近义词“#面子”，和踏实做事是扯不上关系的。,Chinese,1.0
2473,"@user Obrigada,tô com uma dor de cabeça terrível pra completar",Portuguese,1.0484144687652588
2474,"@user Heel erg veel sterkte Anne, Red je het allemaal nog wel?",Dutch,1.0
2475,自从熊老婆上了40岁以后，体力减弱不少。早上起来给熊老婆榨榨汁，然后让他自己喝下去补充补充。要上班去了，给他固定在那里，有谁愿意拿着震动棒吗？ http,Chinese,5.0
2476,@NOS Ja dat blijft natuurlijk niet lang zo.,Dutch,1.0
2477,@user @c40cities @horaciorlarreta Es una villa alta. Ah pero acá pagamos mil impuestos lpm,Spanish,1.0
2478,@user Donc ton argument c’est Beyoncé 💀💀 à croire tu vas entendre sa voix en plus juste pour ca je cais le regarder en francais,French,1.0
2479,आप लोगों से सवाल मोदी जी देश को बर्बाद कर रहे हैं या देश की युवा पीढ़ी को,Hindi,1.0
2480,Eu moscando e já saiu ep novo de sex education,Portuguese,1.7749181985855103
2481,@user @user SOCORROKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,English,1.0
2482,@AmitShah कृपया फर्जी केस को बन्द करबाए नाम राजाराम पुलैया ग्राम बासी जिला ललितपुर फोन नंबर 8127160833 http,Hindi,1.0
2483,@user liaaarrr -_-,Dutch,1.0
2484,Tengo el perro a todo lo que da en la oficina porque viernes pero nomás llega un cliente y en chinga mute jajajaja,Spanish,1.3639529943466187
2485,@user 、,Chinese,1.0
2486,@user Wat een verschrikkelijk verhaal! Altijd je 'buikgevoelens' serieus nemen...,Dutch,2.3616015911102295
2487,"@user :( 1 cup game and two league games,on the positive side he can take a rest and come back in his usual position... we all love KP",English,1.0
2488,@user ي شيخ كلزق انت والبيت الزقي حقك 😂💙,Arabic,4.905422210693359
2489,@user C'est LR ça. À LREM ils sont plutôt homards. http,French,1.0
2490,sera que um dia vou superar que esta mulher me esnobou oh meu pai ..,Portuguese,5.0
2491,vou dormir só mais um pouquinho,Portuguese,1.0
2492,@user @user grazie,Italian,1.0
2493,A parte gli scherzi Sono felice per Gigi è carina gentile umile merita il meglio davvero,Italian,4.8033270835876465
2494,@user hee,Dutch,1.0
2495,@user @user 👌🏻,Italian,1.0
2496,"@user I do download am sharp sharp, them no go rest for that house today http",English,1.106961965560913
2497,@user vão pensar que minha testa é um outdoor,Portuguese,2.120720386505127
2498,"하나님의교회(안상홍증인회,안증회) 세계복음선교협회는 어머니하나님을 믿으며 어머니하나님을 전하고 있습니다. 어머니하나님에 대해서 성경이 증거하고 있기 때문입니다.",Korean,1.0
2499,""" قد يكون أقرب الناس إليك أبعدهم عنك، ويكون أبعدهم عنك أقربهم إليك.. فالقرب بالشعور لا بالحضور ! "".. أنيس منصور http",Arabic,1.0
2500,Vloerverwarming ~ de alternatieve functie volgens de madam 🤔 http,Dutch,1.0
2501,@user Yo me tengo que salir de clases al baño hahaha,Spanish,2.2120535373687744
2502,"Dizque regalando flores muertas, qué falta de astucia. Regalen el álbum de @sanbenito",Spanish,1.0
2503,vi a un chico con su maleta,Spanish,1.0045456886291504
2504,@user Happy 21st bday!!!!!!!! Love you girl,English,4.399386882781982
2505,كأنك لم ترحل وكأنك ذات يومٍ آت #قابوس http,Arabic,1.0
2506,@ArvindKejriwal मुझे अपनी दिल्ली सरकार पर गर्व है,Hindi,1.0
2507,@user @user @user 让全国人民吃饱了饭。,Chinese,1.0
2508,"Salut , je suis nouvelle RT + FOLLOW pour avoir une nude de moi en DM ❤️😛🥰 #freenude http",French,5.0
2509,ㅎㅎ .. 지금 15마넌 받앗는데 받는 족족 뺏겻오 나중에 준다는데 또 오만원 주것지 .....,Korean,1.9096750020980835
2510,"Maltempo, danni a tutto l'ortofrutta del Salernitano. Il punto con il direttore di Coldiretti http di @user",Italian,1.0
2511,@user Ils abusent de ouf . J suis a Descartes et toi?,French,1.0
2512,@user @afpfr Cela vas sans le dire,French,1.0
2513,"@user Hola donde es ahi, muchas chikaa",Spanish,1.8517014980316162
2514,أعوذ بكلمات الله التَّامَّة من غضبه وعقابه وشر عباده ومن همزات الشياطين وأنْ يحضرون http,Arabic,1.0
2515,لانوم متسنّع ولاخاطرٍ زين.,Arabic,1.6221851110458374
2516,@user ぴぎゃーん！！！！！んもー！！！！！！大好き速水さん…！！！！！！！！てかちょっとあのLINEします…！！！！！,Chinese,4.396676063537598
2517,@user 我也想加賴,Chinese,2.6481740474700928
2518,"@user @user @user Su questo, pareri discordanti. Come sull’eredità di #Stalin. 😆",Italian,1.0
2519,【悲報】ご飯粒ない,Chinese,1.0
2520,제 쟌카이라고는 이것밖에없는데 http,Korean,1.0
2521,@user J’avais pas besoin de savoir tout ça,French,1.0
2522,Não vou conseguir me perdoar a mim próprio..,Portuguese,3.2246367931365967
2523,@user rato,Italian,1.0
2524,@user @HungerStation تحققت من كشف الحساب و دقيت ع البنك قال ما وصل شي ابد فيعني بلا كذب و حولو,Arabic,1.8222887516021729
2525,قال الله تعالى ( الذين آمنوا وتطمئن قلوبهم بذكر الله ألا بذكر الله تطمئن القلوب )https://t.co/a2wI59lqWe,Arabic,1.0
2526,김서구 힘 센 거 개좋아 허리힘 특히 아 시발 개꼴린다,Korean,2.9596035480499268
2527,@user En fonasa....con razón no tiene buen tratamiento siquiatrico...,Spanish,1.0
2528,Q sono mano 😴,Italian,1.0
2529,#SupremeGodKabir सभी वेद शास्त्र प्रमाणित कर रहें कि कबीर साहेब ही पूर्ण परमात्मा हैं। Must watch sadhna tv 7:30 pm http,Hindi,1.0
2530,@user no eres mi única amiga de la prepa okkkkk? no te sientas la última cocacola del desierto http,Spanish,2.7584784030914307
2531,@user @Zendaya Bonsoir,French,1.0
2532,Aggiunto pure il procione commercialista.,Italian,1.0
2533,is it December 32nd cause yall on the same shit as last year,English,1.0
2534,공주 눈썹 들썩이는 거 나만 볼 수 업다... 울 천재공주 좀 봐주새요 ㅜㅜ http,Korean,4.467509746551514
2535,@user @user @user @user @JoostNiemoller Shira heeft het antwoord!,Dutch,1.0
2536,"@user [엘누르] 우와.... 방금, 진짜 크리스 같았어요. (이젠 좀 편안해진 목소리로 말한다.) 으음~ 그래도 저는 평소의 엘 씨가 더 좋은 거 같아요! (바로 근처까지 비행하며 씩 웃고 다시 떨어진다.)",Korean,1.0
2537,@user 그래. * 선뜻 내어준다? * 아무래도 당신이 죽어서 노잣돈으로 가져가기 전에 다시 뺏어갈 심산인 듯 하다.,Korean,1.1340177059173584
2538,@user @narendramodi आधे घंटे से समझने की कोशिश कर रहे की कौन किसका इंटरव्यू ले रहा है....🤔🤔,Hindi,1.0
2539,@user @user Is his name Beto Ocasio???,English,1.0
2540,@jotajordi13 A mamar fuerte,Spanish,5.0
2541,@user Régime autoritaire genre,French,1.0
2542,@user @user @user @user @user @user @user Die is niet wat Natascha bedoelt Remco..,Dutch,1.0
2543,@7sur7_cd Vraiment il a manqué l'occasion de se taire .....,French,1.0
2544,@user bhe in questo momento non piangerei e starei di merda,Italian,3.8531317710876465
2545,没有人的观点会在与别人的争论过程中被改变的。网上跟人争论的目的根本不是为了说服对方，而是为了气死对方。望周知。,Chinese,1.0
2546,«-- --»مـــــــــــــصرية جامعية ابحث عن ابن الحلال http,Arabic,1.0
2547,@user 史上多次金访俄传闻，最终均未成行，甚至具体时间都没有给出过，金上台以来，一次都未访问过俄国，这次有了时间，如果成行，就是俄在整体战略决策方面的重要表态。,Chinese,1.0
2548,"minha melhor amiga é perfeita, me ajudou basicamente o dia todo!❤",Portuguese,5.0
2549,这个Dj很上头 你品 你细品 都不知道投稿给谁 是外露推主可以转推我的原创 #外露 #暴露 #自慰 #SM 模特:@Prof_shou88 http,Chinese,5.0
2550,Bisogna essere proprio imbecilli per sposarsi prima dei 55 anni,Italian,1.0
2551,@ArianaGrande @user what are you eating for breakfast,English,1.0
2552,@user 🤔🤔🤔？？？,Chinese,1.0
2553,Salud alista protocolo para regular fabricación de ventiladores en Chile - http (@latercera),Spanish,1.0
2554,ابغا قحبه اركبها واشق كسها واوريها زبي الكبير 😩🔞🔥 تعالي عند فحلك سناب #معصيتي_راحتيً #سكس_كتابيً... http,Arabic,5.0
2555,ㅋㅅ 해시는 누가 만든거냐,Korean,1.0
2556,"@user ugi, makan sono",Italian,1.0
2557,Mon père est aux urgences http,French,1.5856144428253174
2558,@user Pour quelle séance ?,French,1.0
2559,きっも！,Chinese,1.0
2560,Someone tell me why Guys dad unlocked the 8th gate 💀💀💀,English,1.6700687408447266
2561,@user Se non butti una bomba ogni 8 minuti mi sa che non te lo danno.....,Italian,1.985020399093628
2562,Scusate ma questo massacro di #Vacanze #Romane c'è lo restituiscono detraendolo dal canone?,Italian,1.0
2563,quand les kévin et les laura comment à lacher des wAllah http,French,1.0
2564,@juhiesingh @yadavakhilesh CBI तो बहाना है 2019 निसाना है !!,Hindi,1.0
2565,não gostei dessa rafa,Portuguese,1.2704856395721436
2566,@user 暇暇暇暇暇暇暇暇暇暇暇暇暇暇暇暇暇暇暇暇,French,1.0
2567,@user @groen het wordt hoog tijd dat de partij deze clown eens door een psychiater laten onderzoeken,Dutch,1.0
2568,@user @user @user Ti pare che la Juve da il suo primavera più forte al Milan per spiccioli 😂,Italian,1.0
2569,Acabei de lembrar q tem cerveja aqui em casa kkkk,Portuguese,1.0
2570,Humildade te faz rei,Portuguese,1.0
2571,@user @user It's quite nice here rn,English,1.0
2572,@PJkanojia लेकीन हर भौकने वाला कुत्ता ही होता है😃😜,Hindi,1.0
2573,1. 나비 2. 이리온 3. 네즈 히요 4. 엘 이었다고 해요. 조금 뜻밖의 결과😌💕,Korean,1.0
2574,@user mama meu saco,Portuguese,4.507003307342529
2575,@user انتي اجمل من كل الزهور,Arabic,2.877077341079712
2576,@user @user Gods will will prevail. Praise Him in the storm. And read the word.,English,1.0
2577,@user We need to get you some fresh air,English,1.0
2578,"जो भी मेरे भाई मुझे फोलो करते है,पलीज इस विडियो को पुरा देखकर,वायरल जरूर करे।https://t.co/ht5QOGmk5m",Hindi,2.536973237991333
2579,amanhã começo a fazer academia 😂💪🏽,Portuguese,1.0
2580,मित्र के पिता की रक्षाका संपूर्ण मनोयोग से प्रयास आवश्यक। तीसरा पार करना उनके लिए दुष्कर होगा!!,Hindi,2.5477561950683594
2581,아아 관린이 보고싶다 😍 http,Korean,3.1033265590667725
2582,@InfoAtac buonasera sono a eur palasport devo arrivare a via thailandia che autobus posso prendere ?,Italian,1.0
2583,@user 魔鈴…、魔鈴…。,Chinese,1.0
2584,@user 🌧🌧 Bonne journée toi aussi 😘😘,French,3.2278645038604736
2585,2 eme fois que je prend un abonné pour une fille alors que c’est un gars soyez clair dans vos @ ou mettez une pp jsp,French,2.1556198596954346
2586,@user وصباحك,Arabic,1.0
2587,學貸一期大約要還4千塊，我一次還了3期。 #已哭,Chinese,1.0
2588,"Trabalho no lugar mais propenso pra contrair corona... Senhor, se for a hora sua filha está pronta",Portuguese,1.0
2589,Cadê meu sono ? 😩,Portuguese,1.0
2590,@BENIJU03 Op,Dutch,1.0
2591,그린것중 제일 귀여운 그림은 역시 이거임 http,Korean,1.0
2592,Jm trop crier sur tout le monde ici et jsuis po dsl,French,3.5249857902526855
2593,@user 마자요 첨에 어케 캐는 건지 몰라서 한참 헤매다가 그냥 날려먹은 ㅋㅋㅋㅋㅜ 슬픈 사연이 잇읍니다.. .,Korean,1.0
2594,@user 明明就很ㄉㄨㄞ 不然趕緊來給我試一下🤤,Chinese,3.575766086578369
2595,"Eca só ficou macho, odeio #MasterChefBR",Portuguese,1.6674935817718506
2596,मुरादाबाद में प्रधानमंत्री नरेंद्र मोदी ने गठबंधन पर जमकर साधा निशाना |... http via @YouTube,Hindi,1.0
2597,@user Tu es en forme ? 😄😄😄😄,French,5.0
2598,@sport_jazirah تأكدوا بس عشان بعدين ما تعتذرون ترى خلاص عرفناكم ياامعات بعدين خبر القاسم وش صار عليه,Arabic,1.0
2599,Mi vida es mas fácil desde entonces 😜 http,Spanish,4.261849403381348
2600,@user Feliz año a toda la familia,Spanish,2.880563974380493
2601,لا تجاهل حضوري واتجاهل غلاك احفظ القمه إللي انت محتلها,Arabic,4.010002136230469
2602,@user Seh vabbè... L'ho incontrata oggi per un caffè. Settimana prossima poi ti dico meglio. Non ho parole,Italian,2.4029128551483154
2603,Meu texto p convite ficou tão mara 😍,Portuguese,1.984813928604126
2604,@user Anche io ve ne voglio tantissimo 🎈💋🙏🏿,Italian,5.0
2605,daar moet ut wel windstil wezen..want anders waren die stenen zeker uit balance http,Dutch,1.0
2606,Als uw vrienden u niet steunen met uw keuzes giwuuun skippen,Dutch,1.0
2607,你們看他的AFTER PARTY 一臉就是叫屍體們都躺好的樣子（造謠,Chinese,1.0
2608,Ciao,Italian,1.0
2609,@user @user @user @ANINewsUP @ANI अरे इस पोर्न एडिक्ट से बहस करने की जरूरत नहीं। इसका दिमाग वहीं चिपका हुआ है।,Hindi,1.0
2610,que miedo mirar mi cuenta del banco,Spanish,1.1088427305221558
2611,良品週間がくる！！！！！！！！！！！！！！！！！！！,Chinese,1.0
2612,اللهم أنت عضدي وأنت نصيري بك أجول وبك أصول وبك أُقاتل http,Arabic,4.191503047943115
2613,@sporza_koers En zo te zien was Mathieu ook daar de snelste 💪,Dutch,1.0
2614,El ojo negro le debe haber quedado jajaja,Spanish,1.0
2615,@user 在哪里啊,Chinese,2.543700933456421
2616,@user C'est ta mère l abruti,French,3.806300163269043
2617,@user تبيعي تبيعي):,Arabic,2.623790740966797
2618,@FRSkyRRoZ Et oui ... chacun pour soi maintenant . Je reste chez moi et je ressortirai comme ça. http,French,1.0
2619,제라툴... 날 용서하시오.(아이템을 챙긴다.),Korean,1.842950701713562
2620,@user Me estás haciendo pasar vergüenza con todo twiter Magali lucia Casal,Spanish,1.8470474481582642
2621,"Valora lo importante, que nadie se meta en tus reales sentimientos♥",Spanish,4.2237348556518555
2622,페미니즘이 프리메이슨이 만든거면 프리메이슨 음모론의 대표자 치고는 너무 세상에 도움되는 일을 하는디,Korean,1.0
2623,"Não coloque palavras na minha boca, coloque cerveja",Portuguese,1.0
2624,@user @user @user @user @user ♥️♥️♥️ vi apriamo il culo come un angurie🍉🍉🍉,Italian,5.0
2625,@user Iemand die het leuk vindt om in zijn vrije tijd te reageren op onzinnige tweets.,Dutch,1.0
2626,necesito que ya sea mañana,Spanish,2.132014513015747
2627,باااي انا في الغيم,Arabic,1.0
2628,@user うるせーーーーーーーー！！！！！！！！！,Chinese,1.0
2629,"Justise Winslow is being sent to Memphis as a part of the Iguodala deal, per @user http",English,1.0
2630,@user @user @user @user La cobertura de impunidad sigue actuando,Spanish,1.0
2631,याद तो सबको आ रही होगी युवराज रैना की 😭😭😭😭 http,Hindi,1.0
2632,non avevo un mental breakdown così da quasi un anno,Italian,3.790391206741333
2633,"@user @TrashTalk_fr Holiday est a 20,9",French,1.0
2634,ربي توكلت عليك في امري .,Arabic,3.9012792110443115
2635,@user El venudo,Spanish,1.0
2636,@user و انا هاجي اعمل تظلم برضه 😂😂🙃,Arabic,1.0
2637,"*start of a new semester* professor: “say your name, where you’re from, and one fun fact about yourself” me: http",English,1.098902940750122
2638,Solo quiero escuchar la voz de mi líder diciéndome que ya aprobé todo y que que día quiero para venir a hacer mi horario de 2 año 🥺🥺🥺😫😭😭😣,Spanish,3.1521544456481934
2639,@user 普利斯醬子不行！！,Chinese,1.0
2640,“Non siamo mai così privi di difese come quando amiamo.” (Sigmund Freud) #7gennaio 🌞🌞🌞Buon lunedì!☘️☘️☘️ http,Italian,1.0
2641,30. 아프지말고 항상 행복만 하길 언제나 응원할게🌰💕💕,Korean,3.8330366611480713
2642,頭悪すぎて最高,Chinese,3.0290253162384033
2643,जब है तुम्हारा साथ मेरे दोस्तों बस ऐसे ही चलते रहेंगे न रुके है न रुकेंगे बस आगे बढ़ते रहेंगे । http,Hindi,3.5011043548583984
2644,"@user Oddio, ma sono pazzi?",Italian,1.8552155494689941
2645,爆死案件,Chinese,1.0
2646,@user Onderwijs,Dutch,1.0
2647,je crois que c’est la honte d’être piquer,French,1.0
2648,الملكة الأم 👑 http,Arabic,1.0
2649,ンンンンンンｱﾞｱﾞｱﾞｱﾞｱﾞあ？？？？？？？？？？？！！！！！！！！！！！！！！！！！！！イライクラーク！！！！！！！！！！！！！！！すき,Chinese,2.3948416709899902
2650,@thecliniccl ¿el 6%?,Spanish,1.0
2651,#사월삼일_민현이의_유니버스 벌써부터 노래좋고 난리났다❤️ #0403_6PM_UNIVERSE,Korean,1.0
2652,@user en? Is jouw pruik gered?,Dutch,1.0
2653,@user @user هي هي لاتتفائل,Arabic,1.0
2654,@SanJoseSharks That's an oof I mean he is getting older,English,1.0
2655,Everyone in a few hours http,English,1.0
2656,@Avvenire_Nei La legge va rispettata. Ditelo anche a Tarquinio.,Italian,1.0
2657,#MENGONILIVE2019 adesso inizia il countdown....compresi anche i minuti ....pazzesco #ATLANTICO #MengoniLive2019,Italian,1.0
2658,"Un documentaire sur Albert Camus, toujours pertinent soixante ans après sa disparition http via lemondefr",French,1.0
2659,@user Hahahahaha hebben ze daar emoticons voor.. 🤣🤣,Dutch,1.0
2660,@user 홀 여기 저희가 갔던 그곳 맞나요??,Korean,1.0
2661,@user Ah je te demandais armée de terre ou de l'air Et je te conseille d'aller dans une caserne stv bien te renseigné la dessus,French,1.3867309093475342
2662,🚋 샤워/키스/애무/69자세 🚋 모든코스 수위/횟수 무제한 💞심쿵 유혹녀와의 아찔한 만남💞 ☎ 카 툭 A B 6 6 5 ☎ #고흥콜걸샵후기 #고흥출장샵후기추천 #고흥출장샵추천,Korean,2.1150424480438232
2663,Cronista | El gráfico sobre Corea del Sur que explica por qué Milei tiene razón: qué muestra http http,Spanish,1.0
2664,"a música é muito boa, crlhooo #Jogacao http",Portuguese,1.0
2665,"@user Senhorita, vamos dizer n",Portuguese,1.0
2666,@MarianneleMag Ce gouvernement 🤮🤮🤮🤮,French,1.0
2667,संसद में आज नाग पंचमी के अवसर पर देश के सारे सांप पहचान में आ गए क्या कहते हो ?,Hindi,1.0
2668,@user Le compte de Billy c'est devenu un bomboclaat,French,1.0
2669,I don’t understand how people cut off their children because they are gay 👎🏾,English,1.8644657135009766
2670,@user Esses metidos a besta do MBL são muito CHATOS. Não sigo mais.,Portuguese,1.0461993217468262
2671,Cagado do sono,Italian,1.0
2672,@user 完食！,Chinese,2.001293420791626
2673,Viral and his song selection 😂😂😂😂😭😭😭 http #TejRan #KaranKundrra,English,1.0
2674,@user حرامم,Arabic,1.0
2675,@geertwilderspvv Maar het kost niets.... :(,Dutch,1.0
2676,하..,Korean,1.0
2677,eu amo a jully dms n quero perder ela nunca,Portuguese,3.0194942951202393
2678,@user I have been reading that and dying.,English,1.0
2679,ليت الدنيا تجي مثل مانبي,Arabic,1.0
2680,"It’s so much I wanna let out, but something isn’t letting me.",English,5.0
2681,@user Jsp c qui qui a ton compte encore mais ça commence à faire beaucoup là non ?,French,2.632807970046997
2682,E voi da che parte state,Italian,1.0
2683,no he visto a mi novio desde el año pasado😞,Spanish,2.8037827014923096
2684,تعال أبوُس أجفانك أنا مغرم بهالعيِون .!,Arabic,5.0
2685,女人和女人之间的敌意 要知道我见kk朋友都是三四天不洗头连眼屎鼻毛都可以露出呢 今天要见他朋友的新女友，早上捣鼓了1.5小时 女孩是说话骚骚，衣品有点非主流的姑娘。打消了我再为她化妆的信念 这大概就是女人间的敌意吧,Chinese,2.721850872039795
2686,Puta madre necesito un trago y un abrazo.,Spanish,3.3702242374420166
2687,@user @user 这文笔整的，顺口溜七言无辙无韵啊！我送你们一首： 晓冬怒骂卡丽熙 吓得战友全唏嘘 教主出面忙制止 铁板难踢全拉稀,Chinese,1.0
2688,@user くじちゃんお誕生日おめでとう！！！！！！！！！！素敵な1年にしてな！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,Chinese,3.3827598094940186
2689,"@user 티켓팅 잘하는 친구를 찾아봐야되나ㅜㅜㅜㅜㅜㅜ 아 진짜 어카죠 베..,...,어법버",Korean,1.0
2690,"All I be wanting is some good dick, is that too much to ask for? 🙄",English,5.0
2691,Yo te perdono lo que sea menos lo que sabias que me iba a doler y lo hiciste igual.,Spanish,5.0
2692,Questa è l’unica coreografia che a mio parere non mettere in risalto tutte le qualità che ha Rafael #Amici18,Italian,1.0
2693,@user Também te amo,Portuguese,5.0
2694,Wtff @user ton nom de famille c Pereira ?,French,1.3737668991088867
2695,"@user No pues de q no tiene límite no lo tiene en eso estoy de acuerdo contigo,pero Flor ?!?!?",Spanish,2.200111150741577
2696,Aída está más loca que la chucha... la amo Jajajaja #PrimeraEliminación,Spanish,1.0
2697,"@user to vendo ep 7, corre q ainda dá tempo de se decepcionar cmg",Portuguese,1.0
2698,o que eu quero da vida lendo conversa do facebook de anos atrás,Portuguese,1.0
2699,나도... 권유 보면서 맥주 마시고 싶은ㄷㅔ 엉엉,Korean,1.5044198036193848
2700,@user 謝謝,Chinese,1.0
2701,@TPOnl @user Gewoon vermoord door moslims !,Dutch,1.0
2702,"@user Refrigerante não, ai quebra, só bud",Portuguese,1.0
2703,@PeterRdeV Zelden met Peter R. eens maar ik loop me dat ook allang af te vragen,Dutch,1.0
2704,Meu termômetro agora vai ser cortar gente que tem muito comentário nas fotos porque já recebe biscoito o suficiente e eu só serei mais um,Portuguese,3.3138062953948975
2705,واجعلني عابره لا أحزن احداً يا الله.,Arabic,3.0238773822784424
2706,@user 제발......서치 끌디보다 잘해....,Korean,1.0
2707,@user Hoy es el 3ro o 4to?,Spanish,1.2827061414718628
2708,"@user @user यहाँ सब अपने ही लोगो की टांग खिंचने में व्यस्त है, संघठित कब होंगे।",Hindi,1.0
2709,Ando máxima antojada de zamparme una hamburguesa o tocomple veg 😭,Spanish,2.996617078781128
2710,@user Absoluut! En heel gaaf als t uiteindelijk live is later dit jaar!,Dutch,1.0
2711,@user i'm gonna have to move back to canada i'll sponsor you if you want,English,3.136522054672241
2712,#MOTSTOURLATAM 🇲🇽💜,Chinese,1.0
2713,"Standard morning of the @user 36 just not turning up, atrocious service.",English,1.0
2714,J ai reçu 0 message de bonne année 😂,French,1.315464973449707
2715,@user Mmabye you could gimme some advice in dms,English,4.058488368988037
2716,Dónde hiciste las cosas bien Siempre te van a extrañar Aunque digan que no,Spanish,3.814619541168213
2717,@user @user @SushantBSinha @AmitShah @PiyushGoyal किसी की जुबान पर ताला नही लगा है,Hindi,1.0
2718,"Como quisiera que suban alguna foto o me dijeran ""te extraño"" o algo asi pero no me pasa ni a palos jajsja (que fracaso ser yo)",Spanish,5.0
2719,je regarde les sujets d’ECE et j me dis que je suis vraiment dans la merde,French,5.0
2720,@DennisCricket_ He don't let the ball go to that place 😀,English,1.0
2721,明明強調過那麼多次我是les了，你到底是不是我老同學【指指點點】,Chinese,2.970884084701538
2722,"A garrafa precisa do copo,o copo precisa da mesa, a mesa precisa de mim e eu preciso da cervejaaaa",Portuguese,1.0964934825897217
2723,I've just watched episode S09E12 of Friends! #tvtime http http,English,1.0
2724,@user t'aime trop Jeongin pour ça,French,1.0
2725,하 참 나 (그만들좀하세요),Korean,1.0
2726,아 스캐 스포 아ㅜ아 아 하지마 아 아 아 낼아침에 7화 볼 예정이거든여,Korean,1.0
2727,@user つ！か！れ！！！た！！！！！！,Chinese,1.0
2728,te querés matar cuando me subo al escenario,Spanish,2.2010650634765625
2729,"@MLB Explain to me, exactly why you need umpires? Wouldn't cameras work better and maybe be less racist?",English,1.0
2730,oigan invitenme a hacer cosas :(,Spanish,4.901423931121826
2731,"se ci sei ancora, dobbiamo interagire. http",Italian,2.603611707687378
2732,@user sore?,Italian,1.0
2733,In ogni caso la causa della rivolta è l'inuguaglianza #citazioni,Italian,1.0
2734,@user votre meuf surcote,French,2.63327956199646
2735,@user @SeaveyDaniel A Seaveyfly,English,1.0
2736,@IAmMoniqueHeart @farrahrized Paula really popped off,English,1.0
2737,@user 어후 홍짐승씨 나 도망가도 괞찮니?,Korean,1.0
2738,(قل لا يعلم من في السماوات والأرض الغيب إلا الله وما يشعرون أيان يبعثون) [النمل:65] http,Arabic,1.0
2739,@user بالظبط خليه عند أهله,Arabic,1.0
2740,@user 같은 팬분들도 니 부끄럽댄다 니 안부끄럽냐 고개들고 나와서 다시 나대봐 니 닥치고 있으니까 재미없다,Korean,1.1097993850708008
2741,Les personnes là qui boivent à plus s’arrêter et qui prennent un volant ici … quittez ici unfollowez moi de suite je suis révoltée,French,2.0767018795013428
2742,Casey Jr. Circus Train est maintenant fermé à #Disneyland Resort - Magic Kingdom,French,1.0
2743,@user 政府发放的吗？,Chinese,1.0
2744,Me dormí 5 minutos. Ahora soy inmortal,Spanish,1.0
2745,"“Hoy los mejores arqueros del país son Armani y Andrada”, @ubaldofillol con @user en #Futbol910",Spanish,1.0
2746,@user Ay di pa ba,Italian,1.0
2747,عن علي بن ابى طالب قال رسول الله ﷺ: مفتاح الصلاة الوضوء، و تحريمها التكبير، و تحليلها التسليم. حديث صحيح,Arabic,1.0
2748,@user @user @user @user @user @user @user كل مانحشر فقراوي قلي الهلال ياشيخ روح موت 😂😂,Arabic,1.2713966369628906
2749,As vezes a gente pensa que tá perdendo mas na verdade e livramento,Portuguese,1.0
2750,@user Alles leuk en aardig natuurlijk.. totdat je date je vertelt dat hij je de volgende x in nikab wil zien 🤔🤔,Dutch,1.0
2751,"@user क्या ""लपाक"" दी है, भाईसाब जियो ।",Hindi,1.0
2752,#Kabir_Is_TrueGod पूर्ण परमात्मा कबीर साहेब ही पूर्ण मोक्षदायक हैं। http,Hindi,1.0
2753,운동할 땐 세상이 다 싫지만 막상 끝나면 개운하고 깨끗하게 맑게 자신있게 상태가 되는거 웃기고 좋다 운동 짱,Korean,1.0299667119979858
2754,and my first question was whereeeee lol,English,1.0
2755,Chat en cam nu 1 op 1 met xxxlinseyxxx. 36 jaar en cup B. Ze is live op: http,Dutch,2.6424343585968018
2756,"the eyes, they never lie.",English,1.0
2757,@user Amo mi fai un succhiotto?,Italian,5.0
2758,@user 시즌스 더 밀 더 레이크 버쓰데이 케이스 23 아를 더 케이브 하비스 박스,Korean,1.0
2759,@user 這樣如何,Chinese,1.0
