text,label,language
ALL MY MOOTS ARE FUCKING BEAUTIFUL AND IM HERE LIKE A SACK OF POTATOES 😔,1.4,English
"$BTC.X has to make some fancy moves if it’s going to $100,000 by EOY #Bitcoin moon boys",1.2,English
@user Status Quo then,1,English
@user If you ever feel bad you can ask me and I can confirm that you are an amazing person 💜,4,English
@user I really like the @LindaFoods ones- especially the pulled pork style one!,1,English
#GününResmi #istikbalgöklerde: Liftoff of SpaceX's CRS-17 Dragon Cargo Craft (NASA) http http,1,English
@user @user @user ....well shit,2.75,English
@user We would love to have your Music Featured on #itsHIPHOPmusic - submissions are easy via http,1.25,English
"very soon we go soon start de see Twitter from iPhone 6, Twitter from iPhone X",1,English
@user Oh fuck XD Boah dieses Spiel ne ......... 🙃🔫 http,1,English
me and my bf be like http,3.2,English
bet1 lausanne sports Switzerland over 0.5 fh goal 10 pound to 12.50 bet365 6pm,1.3333334,English
54': Yellow card for Penrith against team Captain Ed Swale! #STOPEN #Pitchero http http,1,English
@user @user he learned that sex swing technique from his mama,4,English
@user @BrentfordFC Posh and Premium used in the article... what’s better? 🐝,1.75,English
What if it had the tail of a bearded vulture?,1.8,English
@DavidCornDC Gross,1.25,English
@user Why? What happened?,1,English
"If I'm not perfect for them, but for me I'm always perfect. #speakyourmindin15mins",2.6666667,English
They are retiring ... from what?!!! UK's Harry and Meghan to drop titles and retire as working royals http,1.2,English
Well one unwanted micro transaction 👀 we've lot XP cards btw give some other interesting http,1.2,English
There’s nothing more annoying than people who look for every opportunity to be offended.,1.2,English
I added a video to a @YouTube playlist http Frederick's Bass Tester - Lightning Bass #3,1,English
Follow everyone who retweets and likes this and follow us too. 🥥,1,English
Man I am ashamed of the people I used to stan before BTS.,1.8,English
The less likely I am to be with you the more I want you,4.2,English
@user @FortniteGame Loser,1.5,English
I’m dead about to fucc somebody bad ass Dominican mother 😂😂 she said her son is my age 😂😂😂😂😂😂😂😂😂😂😂😂 no cap I’m dumb hype,4,English
David calling shots like a king pin #HAHN,1,English
Wolves a brush Everton like waves,1,English
"...huge jump! Then it's up, up, and away! Look! Up in the sky! It's a bird! It's a plane! It's David Kashfi!",1,English
it’s the worst feeling when you feel like no matter how much u do for a person you’ll never get the same in return,3,English
need a kiss 😔,4.75,English
Got 3 valentines and I’m going out with all of them lol. Perks of being single!,2.8,English
🌻sunflower - rex orange county 🌻 http,1,English
@user But where them dey go,1,English
Good night sweet dreams My lovely Twitter Friends ❤ stay safe and take care of yourselves 😘😘,3.25,English
"Imma flex stepper 💃, she a big dripper @user Snm g",3,English
Project portal for EU funding in Saxony goes ‘online’: http Inforegio – Newsroom,1,English
Masturbation is key.,4.6,English
i love you @ProseMusic http,4,English
@user @BhadBhabie @BhadBhabie bitch she talking to you,1.25,English
Marshmello ft. Khalid - Silence (Official Lyric Video) http via @YouTube,1.75,English
@user CRIMINAL COWARDICE-you grandchildren are marked for life due to your protracted cowardly behaviour and arrogance.,2.3333333,English
"@user Model in the negative, obviously.",1.75,English
"Elevated jugular veins ""PQRST"" Pericardial effusion (tamponade) Quantity (fluid overload) Right heart failure SVC obstruction TR #USMLE",1.25,English
Night School hits Blu-ray today. http http,1.2,English
Horny wanna fucking 🍆🍆🍆 http,5,English
@user They aren’t open,1.25,English
"YNW Melly Rode Around With Dead Bodies in Car and Faked Drive-By, Cops Say. http",1.75,English
This is for my umrao jaan🤣 #PureHeartSid @user @user @user http,1.3333334,English
Full Video 👇🏽👇🏽👇🏽 http 💦💦💦 http,2.3333333,English
@user RIP to your bf but i’m different,2.4,English
4/14/2019@8:52 PM: STRUCTURE FIRE at 2425 SPARKS RD AUGUSTA GA http,1.2,English
Celebrities wearing cool socks!! Rami Malek http,1.4,English
@user what is GBP? .-.,1.2,English
#BREAKING British Columbia reports 83 new #coronavirus and 3 new deaths #COVID19,1.4,English
Brilliant Chelsea goal! That's 3-0! 👏 3-0 [90'] #CHEDYN http,1,English
Why does doin wrong always feel so right,2,English
Spoil that lil baby,1.5,English
telling girls to be careful around guys when you should be telling guys not to take advantage of girls&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,3.3333333,English
one person unfollowed me // automatically checked by http,1.5,English
"HAMPSTEAD Official Trailer (2019) Diane Keaton, Brendan Gleeson Movie HD http",1,English
Idc how hard life get I’m not talking to nobody w a girlfriend. Neva.,2,English
my choppa hold double d’s,3.4,English
@user You scared,1.25,English
@UnibetFrance 3 buts - narthanbl1 #FreebetUnibet,1.5,English
When she thinks all you want is sex but you’re actually wholesome and want to get to know her http,2.5,English
React #ALDENBASTEFriendversary,1,English
@user @user Love you 💗💗,4,English
@user You admit that me being spoiled is your fault?? I'm keeping this forever and any time you call me a brat I'm going to share it.,3.2,English
@user 3 years?!?,1,English
@user This ain't duel links,1.2,English
@user @user BE BEST BE STRONG BE AMERICAN USA USA USA #1,2.2,English
"I respect a nigga that tells you, right off bat, he’s just tryna fuck way more than a nigga that leads you on 🤷🏽‍♀️",3.6,English
@user thank u queen ❤️,1.4,English
"Uhl 16 leads Alter - Giesting 10 leads Badin , Larkin/Switzer 8 each @user",1.6666666,English
How pathetic is it that you get turned on by brats like me✨ #findom #femdom #findomme http,3.25,English
@user Emergency. Pls just come Around,1.2,English
Impeach Nancy Pelosi for crimes of Treason! http,1.2,English
Pussy never felt so fucking good http,5,English
I loved u,4.2,English
$GBPUSD 13203.higher-low,1,English
@user @user You better preach. PERIODT,2.5,English
tbt to a couple years ago when gas got to like $1.99 and i only had to pay $20 for a full tank and here i am now paying $40 for a full tank,1,English
Check out what I just added to my closet on Poshmark: Leopard print bag.. http via @user #shopmycloset,1.2,English
@Betclic Liverpool #FreebetBetclic,1,English
Who was your first crush? — Someone back again with the crush questions🙃 http,2,English
@user STFU,2.6666667,English
good sucking huge cock http,5,English
When you SS over 1000 combo into a 8.37* arles map and shitmiss :),1.3333334,English
@user Omg so juicy ♨️♨️♨️👅👅👅👅👅💦💦💦💦💦,3,English
"@user I'm white with just a tinge of ""I'm sick of effing race baiters"" beige !!",2.2,English
Nancy Pelosi says Trump was not exonerated http #SmartNews,1,English
If you make humanformers and only the Decepticons are diverse then you need to put down the pencil and have a think about why that is,1.5,English
Scump got me goin’ http,1,English
I care way too much and that shit hurts bro,2.6,English
maybe lana and abel snapped on prisoner,1,English
@user This was such a nice compliment I really appreciate this! Thank you!!,3.25,English
@user yeah they have no employees around so there a lot of typos and mistakes in everything lol,1.6,English
Check out my broadcast from my PlayStation 4! #PS4live (NBA 2K20) live at http,1.25,English
"@user Of course, but what if he chooses Tulsi as his running mate..",1,English
@user Would love to see this. Donated,1,English
My nails so mf ghetto. I’m embarrassed 😭,4.6666665,English
@user aren’t u like 14 who would find you intimidating 🥺😔,1.4,English
@user I think I did it http,1,English
@user @user @user @jeremycorbyn Absolutely. I never could work that out,1,English
"sometimes, you have to forgive yourself too.",2.5,English
"@user Yes. It looks like bear, doing a wee.",1.2,English
@user BTW ARE U HAPPY W THIS NEWS???,3,English
whatcha think bout my intro bro i made it @user http,2,English
deadass here in taco bell rn to get takeout cause i spent the entire night watching kendrick’s interviews. cravings satisfied lmao,2,English
Reply this tweet and I'll do nothing.,1,English
@user Same!!,1,English
@user @user THANK YOU CLASSMATE,1.5,English
@user It's all in the detail.😁,1.4,English
"@user Your hard work, honesty and humility brought you here. Can't wait to see what's next!",2.6,English
How sad is it that I didn't realize it was valentines day tomorrow,2.5,English
If I feel like i like you too much I’m liable to disappear on you.,3,English
Me in grade 3 being sent to the wall at recess http,2.2,English
"Nothing sexier than someone who can face temptation and say, “Nah this ain’t worth losing what I have”",3,English
oh yea I sang with a harp yesterday lol. but look at the cloudssss omg! I had sooo much fun with this one 💛 http,2.75,English
#Felipe fmsmfmd,1.5,English
@ameyaw112 It’s a beautiful song.very funny too😂,1.25,English
DRY BAR BANGS,1.8,English
@user YES GOOD 👏🏻 this is a NEED 😭,1,English
My head hurts 😣,1.75,English
"Here's another price boost for tonight. Son to score first, 7/1! #COYS #CHETOT http",2.6666667,English
We are live for some losers brackets matches! #discmania @user http,1,English
"once I’m over u , IM OVER U 💯",3,English
"Starting school tommarow , why tf I chose a 8 am class🤦🏾‍♀️😭",1.75,English
help http,1.8,English
1TB Portable SSD for $179 - Super compact http http,1,English
@user the one near staples?,1.6666666,English
"On this #SundayMorning #GetFreeBook with free delivery. Write your name, Mobile number and address in reply. http",1,English
If I could it over I would make the same mistakes all that fucking over made me who I am today That’s on God,3,English
#LawsofNature 1: A clean damp sock inevitably falls to the ground between the washer and dryer.,1,English
If someone is unhappy in a relationship but won’t leave what does that mean,3.3333333,English
u ever think how was everything before ur birth?,1.2,English
@user @thehill Of course.,1,English
"@user Ahh sorry lmao but yeh, bruh people came in acting like I committed war crime on the kid for making a tiny joke lmao",1.6,English
What are an oxidizer within culprit?,1,English
Arkansas Racing Commission adopts casino gaming rules. Details on the rules: http #arnews http,1,English
IT'S MAIN EVENT TIME. #NJWK13 #NJPW http http,1,English
ACCEPTANCE is the best key to move on.,1.8,English
@user LET'S GOOOO #BBMAsAchievement Lady Gaga &amp; Bradley Cooper,1.2,English
🔞 never felt so good http,2.6,English
"Candidate color roundup 2.0, now with more colours http",1,English
thinking about pride and prejudice,1,English
You'll miss me when I'm gone,3.3333333,English
what did i do to deserve this,2.3333333,English
When someone puts me as their close friend on Instagram I be shook because I don’t know you..,2,English
I crave your presence here with me.,4.25,English
@user @user @SB19Official 1. Sandbox @SB19Official #SB19 #SB19_MENPA,1,English
Sexy desi hunk exposes smooth tattooed bubble butt http #GayIndia #gayporn #DesiGay http,2.75,English
💨 RUSHIN' RAGAS! Trey Ragas runs it in from 1 yard out to extend the 𝗟𝗢𝗨𝗜𝗦𝗜𝗔𝗡𝗔 lead! TROY - 3 LA - 21 2Q | 11:44 http,1,English
All I want is a girl with a Phat Ass who can ride dick like @user http,3.5,English
@user @user You didnt forget Kevin! You just chose to prioritize the better Kevin.... @user,1.8,English
The latest http http #archivocnn,1,English
I needed to hear that cause I always say marriage is a business fr lol,2.5,English
"Time, Love, Death At the end of day we aim for love We wish we had more time and fear of death.",2.4,English
Ngl....getting dommed by another femboy would be pretty epic right now😳😳,3.6,English
Lord of the Rings Two Towers &amp; Return of the King is back on Netflix🥺🥺,1.25,English
Tweet #BadKarma Let’s trend this!,1,English
"Los Angeles teachers have settled with their school district, reaching an agreement that could end their strike http",1,English
"Buys book online: ""How to pick-up Chicks for Dummies"" http",1.6666666,English
Dirt and sun bath... so luxurious! - Hazel http,1.6,English
take me to the beach :cc,1.4,English
"@user Lol (Y’all). But if it’s a celeb that made that statement, you’ll say they don't care about others.",2.25,English
@user starfox 64,1.25,English
@user I hate u😂😂😂😂😭,2.5,English
"Rt and I’ll tell you if your Ava is nice, okay or Hot 😋",3,English
"January is my worst month. Looking forward sa magagandang mangyayari this February 🤷🏻‍♀️ Feb, be good to me",3,English
If I could I would unfuck 98% of yu whores🎯,3.5,English
i’m doing a face mask right now i look like this emoji 🌝,1.4,English
@user you must have hurt that man feelings,2,English
@user my bisexuality always shakes when I see them together 💔,3.5,English
Wow matching the best characters,1.2,English
@user Me cause I’m tired of her shit lmao,1.6,English
@user Now I’m trying to figure out what to sign them to. I’m thinking 3 years for Gurriel and 2 years for Pivetta? (5 year max),1,English
@user she’s mad for NO reason smh,1.5,English
Yes you can⏳🤩 #Öğretmene40BinYeniAtama,1.8,English
@user Natsu wouldn't just give up.,2,English
Would God be pleased if you were working to hasten the apocalypse?,1.3333334,English
The rundown on common game console video outputs http - via thenextweb,1,English
"My fursona, climbing up your shirt Furious ""your toes. hand them over.""",2.8,English
@user you’re not my mom 😡,3,English
@user @user @user Whatchu doin there,1.25,English
It’s time for redemption champ @TheNotoriousMMA http,1,English
Alterity,1.2,English
Are you kidding me! http,1,English
I care. I always care.,3.4,English
"Really worrying, nothing I can do and it's so frustrating. Sigh.",3,English
"Accident, shoulder blocked in #KingOfPrussia on I-76 EB between US-202 and Gulph Mills, jammed back to US-202, delay of 10 mins #traffic",1,English
Self reflection saves lives.,2,English
Imagine someone watching yah tweets stressing about you and the whole time you don't give af about em 🥴 http,3.3333333,English
"we all deserve someone that’ll stay,",2.6,English
@GTBaseball Go Jackets!,1,English
@notch @user Notch the Kodiak Creative,1,English
"@NetflixIsAJoke ""You too!"" ...🤷🏽‍♀️",1,English
"You gotta let them sleep on you, stay quiet, then come back with all your shit together. Silent moves 🗣",2.8,English
What’s your greatest fear?😨,1.2,English
i love my deaf gf,2,English
like seriously just say ur pretending to like her cause of ariana and leave,1.75,English
Why? Why???? What can i do just make u happy — Ala http,2.6,English
Y’all could’ve kept Charlamagne #SurvivingRKelly,1.5,English
I love you janella #JANELLAiWantASAP http,3.3333333,English
@user @ErycTriceps then it was a prebuild... not something custom where u can pick it out,1,English
I’m nice but I also don’t take anyone’s bullshit.,3.6,English
"i love my friends parents, they treat me like their own and never judge me",2.25,English
@user Ribeye and T-Bone,1.5,English
@user @user Take it wayyy back and wild out like it’s freshman year😭,2,English
@FIFAWWC @AlyssaNaeher @FIFAWWC_USA More like saved our asses but yep same thing,2.2,English
"@frank_seravalli Unlike the Foote call, this was a deliberate blow to the head/neck. IIHF rule is 5 minutes and ejection.",1,English
I hate saggy titties lol no offense,3.6,English
"They gon’ hate me regardless, that’s why i do what i do! 🤷🏾‍♂️ http",3,English
"Maybe it's just me, but I think Bush Babies is pretty sexy.",3,English
"they gone fck u over til all yo love gone, then look at u like u changed on em",3.2,English
"Dropped a couple people from my life, and i can fee it again. 2020 is looking good",2.75,English
Does this count as no hands? Fully video: http http,1,English
the professor i’m in love w canceled our exam next thursday 🥰,3.8,English
Holocaust? What Holocaust? says Egyptian website - JVIM http,1,English
"@pamfoundation ""Those who scream the loudest"". What's wrong, Pam?",1.6666666,English
I had to run to the post something on this account and it wouldn't be good,1.75,English
"If my man want a threesome , he ain’t my man nomo",3.6,English
Responding to Sin - http,1.5,English
"python-argparse-manpage 1.1-1 (any/Community) ""Automatically build man-pages for your Python project"" &lt;2019-08-11&gt;",1,English
"Darin Silvers, Sean Duran, Aspen Full Video here: http http",1,English
@user i love you guys,2.6666667,English
@user Obama was 13 when Saigon fell.,1.2,English
@user Even they fries?,1.3333334,English
"Pragmatic concerns draw you back to reality, leaving your dayd... More for Leo http",1.6666666,English
I'm using #Watusi for iOS by @user to add new features for #WhatsApp Messenger! http,1.25,English
"Okay everyone are flirting with me now,,",3.75,English
"Kind of an average day in Gig Harbor, one boat has already left for Alaskan waters http",1,English
@user I get aware on what happen 3 last days. I get to know all is my fault. 😒,1.75,English
"@Morning_Joe Based on her outfit this morning, is Elise Jordan going to be starring in the Handmaids Tale?",1.6666666,English
we need to give a proper goodbye to the revival era,1.6,English
Want to Try The Bechdel Cast? Start Here. http,1,English
Top 10 anime betrayals hahaahha fu,1.6666666,English
"@user Windmill slam first pick, buy a foil playset, fill a binder with one in every language.",1.5,English
Hey bois have any of u dipped your balls in orange juice yet?? Can you taste the orange juice? I need answers and I'm out of orange juice,3.8,English
@user Sorry I know you've touched your pussy.,4.4,English
"Check out ""gorilla snook...vegas AETrim1554617889699"" by GorillaSnook - http",1,English
I come back in to town and my room is basically a storage closet 😂 they done kicked my ass out..,2.5,English
HD and process gif http,1,English
Kubo and the Two Strings (2016) - Read 949 Movie Reviews Link: http #KuboAndTheTwoStrings,1,English
Lust for porn http,3.4,English
"I am a man, who has recently bought a house in the local area and I’m having a house warming party with some fellow adults",3,English
@user I MEANT TO PUT NO,1,English
SOMEONE FINALLY BOUGHT MY HAT AND I CAN FINALLY BUY ALL THE ANIMATIONS I DONT HAVE,1,English
PSA!!! Even though I’m busy 99.99999% of the time doesn’t mean I don’t like being invited to things!!!!!,2.2,English
@user @OtterBox Isnt that the only reason we buy those bulky things ? That's a shame ..,1.6,English
#NetajiSubhasChandraBose The ART The ARTIST http,1,English
Nothing compares with being with someone who actually cares for you,3.6,English
@user shit.. I didn't follow you either.... *clears throat*,2.6,English
vuelve CNBLUE... estoy esperando tu música 💙💙💙💙,1.6,Spanish
En esta cuenta ojalá que nadie me vaya a bloquear. Bloquear es de progres y mayates,2.2,Spanish
"Cupido, dime la verdad, ¿te caigo mal, we?",3.2,Spanish
http @guerrerosofmx @Luis_AcaShore ahí está tu amigo Fernando Lozada para refuerzo de Leones 😌,1.4,Spanish
@user yo más,2.3333333,Spanish
Me encanta cuando me agarras la pierna,4.4,Spanish
y las palabras tan bonitas que se dedicaban en el documental es que yo no he remontado todavía,2.75,Spanish
@user Gracias Rojo bonito día!!!,2.25,Spanish
Lo bueno nunca pasa de moda.,1.4,Spanish
@user pero si dicen q la secundaria t deja amigos para toda la vida jakska,2.6,Spanish
dios bendiga a how to sell drugs online xq es la única serie q no es un anime q hemos podido ver juntos julián y yo xq no nos gusta nada,3.4,Spanish
@user @user @REALMizkif No 😡,1,Spanish
necesito un abrazo,3.6,Spanish
@user viejo mierda cual futuro pinche futuro chayotero estas acabado tu y el PRIAN,3,Spanish
@user yo tampoco😭😔 es terrible esto y si sigo en tw me voy a dormir a las 5 am,2,Spanish
Estoy sola así que me queda festejar con música a todo volumen y mis mascotas,3.2,Spanish
Las tareas a última hora salen mejor.,1,Spanish
"que aburrimiento,, mejor me duermo otra vez",1.2,Spanish
@user las 2,1,Spanish
"Soy tierno o soy un seco de mierda, no tengo punto medio",3,Spanish
. No hay sensación más punzante q la q se afronta al espejo... ... 💞 http,2.4,Spanish
Canción: No tengo edad Por Gigliola Cinquetti TV Argentina / mayo 1967 Espero les guste. Me encantó al oírla. 💕🌹 http,1.5,Spanish
Comenten tres veces porque Aarón está chiquito y hay que cuidarlo 2YRS WITH AARON,1.8,Spanish
"@angelmartin_nc Pues yo me compraría el ranchen flanchen, jajaja. Un abrazo, Ángel, que tengas un gran día.",2.5,Spanish
"@Alfonsolanzagor Y también manager , pitcher y cuarto tronco. ⚾️⚾️⚾️..vas pa diputado pero si rápido. Salud y saludos.🦛🦛🦛",1.4,Spanish
@user 😋😋😋 saludos y feliz fin de semana,1.2,Spanish
"Buenos días, hoy mi esposo me dejo amanecer en cama ajena 😍🙊🙈😈 http",4.8,Spanish
"Buenos días 🌞 Hora de ganar seguidores, da ❤ y 🔁 luego sigue a todos los que den ❤.",1.4,Spanish
@user Cómo que ningning sabe quién soy si nadie sabe,2.25,Spanish
Cansada de que me traten así,4,Spanish
@user Terminamos con más dudas :c,2,Spanish
4. ¿has soñado alguna vez con alguien del grupo? #StanWorld #MONSTAX @OfficialMonstaX,2.75,Spanish
"@user @user Lo último era mame de twitter, cada que alguien decía de un abogado era ese licenciado",1,Spanish
@mediaofspeaker LA TRAICIÓN DEL PLANETA TIERRA http,1,Spanish
"Suerte a las mujeres en su movimiento, están haciendo historia, no paren, nosotros con ustedes💜",1.6,Spanish
@user @user @user @marca Si amigo lo q tu digas tienes tu toda la razón hasta mucho dieron con esos 4 minutos,2.75,Spanish
"@AngelVerdugoB Buenos días, gracias por informar, reciba un cordial saludo",1.2,Spanish
"@user como debo de enviar la foto cuerpo, cara, vestido, mm",2.4,Spanish
Para empezar bien el domingo hay que salirse del marco. http,1.4,Spanish
"@user Sí mi Jahi, el lunes es festiva 🤩",1.6666666,Spanish
@user Todo sea por seguir unos años más jaja,2.2,Spanish
@user 🔎🏜️.... es verdad;),1.3333334,Spanish
"@user @natiibedoya Uy, yo vi una igualita en la 22....",2,Spanish
@user es la leyenda del blues.,1.6,Spanish
"Ahora tengo ganas de llorar, porque se me ha juntado con la pre regla",4,Spanish
@user Momento de hacerle re watch,2.3333333,Spanish
@user Miren como es la Policía en las marchas pacíficas #SOSColombiaNoDuerme # http,2,Spanish
Lo que nos enseña la epidemiología genómica sobre las olas de COVID-19 en España (y cómo evitar una nueva ola) http,1.5,Spanish
"@user Es no tener madre, es un miserable, ojalá pague todo el daño que esta haciendo en vida",2.5,Spanish
Puedo sola porque siempre pude,2.5,Spanish
la neuróloga me dijo que tengo una vida sedentaria JSJS y que quiere si no encuentro ni mi carnet para salir,3.5,Spanish
¿Donde está el botón reset de este país?,1.4,Spanish
Todo tengo que andar diciendo jaja,1,Spanish
@user @user La verdad es que si,1.8,Spanish
Y tu sigues dando vuelta en mi cabeza carrusel🎠 🎶,2.6,Spanish
@user @Atletico @GaloNaVeia @GaloBmg @tvgalo @user @Igortep @user @user De nada Man,1,Spanish
"@user @user Esta botoxeada, tiene filtro, y que hace el esperpento ese en tik tok.",1.8,Spanish
"Hubo mucho saboteo, cientos de personas nos quedamos sin votar y sucedió en varios lugares de Maracay.",1,Spanish
@user Pero el principio de inocencia?,1,Spanish
"📌 “Si quieres volar, deja ir todo lo que te sujeta.” – Buddha",1.6,Spanish
"todo el tiempo me está diciendo loca o q soy una payasa, por qué no se fija en ella",3.6,Spanish
"@user @MarcaClaro Bots culiaos odiosos, tan fracasados que no tienen otra cosa que hacer, defender weonxs.",2.5,Spanish
"@user si quieres hago un corta y pega de tu mensaje y se lo envío, que a mi todavía no me ha bloqueado :)",3.2,Spanish
"ya veo que cuando salgan más fotos de har,ry y oIivia van a unlarrear todas dios ya lo vivimos porfas no sean demasiado imbeciles",1.25,Spanish
"@user yo mejor voy a elegir química, que es más fácil",2.6,Spanish
"Ojalá te encuentres a la famosa neni un día y te reciba con un botellazo, 🤞🏻",3,Spanish
@user buena suerte,2.6,Spanish
"Y me voy a olvidar de mi familia, quiero ser feliz",3.75,Spanish
"@user Buena cantidad de venezolanos tienen la memoria muy corta, totalmente de acuerdo.",1.25,Spanish
🔴Ya tenemos los juegos del plus!➕ y en breve empezaremos a jugarlos!🔛 Pasarse por el canal 👇https://t.co/Iad5i4mm1z,1,Spanish
Por siempre defenderé mi país y mi bandera. Me uno a #MujeresPorKast http,1.6,Spanish
@user Ojalá se de la oportunidad de comprarme el cosplay y q claroo q yes,2.5,Spanish
cómo venga Mbappé y se vaya Hazard a mi me llevan preso,1.75,Spanish
ALGUIEN ME PUEDE DECIR porque todos decís que van a decir fechas de tour??,1,Spanish
"@user @BTS_twt Buen trabajo ARMY, sigamos asi o mejor!! LET US SHINE ON iHEART #BTSARMY #BestFanArmy #iHeartAwards @BTS_twt",1,Spanish
Me molesta la gente que se cree superior sólo por tener cosas que los demás no tienen...,3,Spanish
quien para hacer una fiesta con temática de skins,1.8,Spanish
Don cabal tiene el culo conectado con la lengua. #circolombia #elpaismasfelizdelmundo http,2,Spanish
"dejad de tener ese concepto de mi, yo no soy así",2.75,Spanish
Osea que me tendré que poner a dieta y ejercicio??,2.8,Spanish
@user Duerme en algun momento señora?,1.6,Spanish
¿Cómo es que pasó la semana tan rápido? 🥺,1.8,Spanish
"""."" y te doy la primera foto que me aparezca en pinterest",2.5,Spanish
@user @user @user Tomen para que se les ponga la piel de gallina un rato...,1.6,Spanish
Sabemos que ahorita todas las personas que capturen son del ELN. Ya está más que cantado.,1.25,Spanish
@user Muchas felicidades a los dos💕❤🥰,1.8,Spanish
@user Bueno hacelos parado,2,Spanish
La hace mucho de emoción,2.4,Spanish
Uno ya no quiere hacer corajes pero es que luego sale con esas mamadas😡😡😡,1.6,Spanish
"si tú coge hombre ajeno, no tienes ningún derecho de enojarte si depué te cogen el tuyo.",3,Spanish
@publico_es ¿Y una ley de gilipollas para cuando? Porque hay bastantes más que trans.,1.25,Spanish
@user No hablo de Gustavo Bolívar. Hablo de Petro. Sólo los ilusos creen que él es capitalista. Por favor.,1.4,Spanish
faaa boludo q aburrida estoy 🙄,1.2,Spanish
Me pone loco saber que sin Messi y sin Scaloni tal vez ganábamos.,2,Spanish
"Si no son, no son aferrarte y obsesionarte a alguien hace daño",3.4,Spanish
@user @user Y hacerme... ???,3.4,Spanish
@user @xhugocobox @flaviofdzz @_samanthagg mi niña esta adoptadísima de por si no pasa nada,3.2,Spanish
@user Mi humildad me hizo desmentirlas ntp…,3,Spanish
"bueno chicos si no quieren discutir en Chota podemos discutir en Pelotas, Brasil",3,Spanish
@user Octubre #KimHyunJoong #kimHyunJoongEnHechosSabado,1.6,Spanish
@user @EstebanPazR Eso diría Repetto,2,Spanish
que lindo me dan como 30 unf por día 🙈,3,Spanish
@user No me hagas esto porque me mato yo,3.8,Spanish
Y si empiezo a vender budines ahora que nadie hace 🤔,1,Spanish
"@user gracias, dios te lo pague 🙏",2.4,Spanish
Pero que grandeee😱😱😱 aguantarían una de ese tamaño?? Sigueme en instagram http http,4,Spanish
"@user Para mi hoy no salió ningún video mas que el de Harry, bye ❤️",1.75,Spanish
Este semestre va a ser hermoso tengo 5 materias promocionales me voy a re poner las pilas y voy a sacar todo ---&gt; 🤡🤡🤡🤡🤡,2.8,Spanish
¿Quién sabe matemáticas? ¡para que me enseñe el pito! 😂 http,2.2,Spanish
Últimamente me siento vacío. Es como si todo estuviera desierto dentro de mi alma.,3.8,Spanish
"@user Bueno manao, no hay de otra... aquí la vaina está muy heavy como para andar buscando lo que no se ha perdido",2.25,Spanish
@user Hasta ahora estoy esperando el yapeo...,1.5,Spanish
@user Jajajaja ya después dejó de ver su novela,1.6,Spanish
El chico tiene autismo también! Dejenlo ALI AMOR Y TRISTEZA #DrMilagro,1,Spanish
@user Que pena jo ojalá el mozo pueda arreglarlo si encima era para una buena causa 😔,1.4,Spanish
"algn mutual me puedes subir a 6k me falta 1,5k pd:hace mucho que no juego",3,Spanish
"@user @MARCIANOPHONE Si fuera un mentiroso no hubiera ganado 1000 dolares hoy, por el dodgecoin. Les gooo",2,Spanish
"@user Que se conecten al wi fi, porque los datos se les estan agotando",3,Spanish
"http Es mi canción para vos, siempre lo será salgamos de esta ruina de rutinas aburridas",3.75,Spanish
"La Biblia. I Pedro 2,22 [22]El que no cometió pecado, y en cuya boca no se halló engaño;",1,Spanish
En mi vida el proceso de ser novios dura más que la relación jajaja🙃,4.25,Spanish
Aveces agradezco tener un sentimiento mutuo con alguien,3.6,Spanish
Estuviste asustente pero aún así estuviste presente,2.75,Spanish
@user @user Bien por las vacas,1.5,Spanish
@user Es que es 🥰😍😍,3.5,Spanish
"@user Si es urgente, mejor la llamas",3.25,Spanish
"@user @official__wonho @OfficialMonstaX diooos, te juro. lo que pasa es que es tan bueno que no se le entiende a",2.25,Spanish
Buen diaaaaaaa chicos quiero participar por los premios #ElClubDelMoro,1,Spanish
@user @user bien también,1,Spanish
Te estraño un wen 🐥🥺❤️,2.8,Spanish
que masa la de física con la fuerza help,1.5,Spanish
Cepeda no puedes apagar la tele proque no tienes el cable enchufado alma de cántaro!,1,Spanish
Tengo un amigo muy fino que se llama Agripino #AgripinoChallenge @franco_esca 🤣🤣🤣🤣🤣🤣🤣 http,1.4,Spanish
Una amiga viviendo en suiza que quiere decir esto? jajaja sale plantarse en su casa XD,1.4,Spanish
@user #FutbolTotalDIRECTV vamos Peru! Saludos desde Lima. Maqui y Óscar. Estamos en semis,1.4,Spanish
"Asi tenemos que actuar este año,dulzura las pelotas http",3.6666667,Spanish
@user Diría q si pero tenés novia 😁,3,Spanish
@user cuidado q te va a explotar la cabeza,1.6,Spanish
"Primer partido, primer ⚽️. ¡Se estrenó el mellizo! 🇲🇽 🔥 😎 #MEXTOUR | #FMFporNuestroFútbol http",1,Spanish
@user Es normal cuando no se sale bien,2.8,Spanish
Muy bueno el partido pero nadie habla del comercial de @user magistral 👌🏼,1.2,Spanish
@user Gracias guapo❣️ cuando lo tenga permitido voy a pedirte permiso para mutar unos días :( desde ya perdón por las molestias,2.8,Spanish
"Mal ahí ser mí ex, porque cada día estoy más lindo",3.4,Spanish
sigo sin entender como una persona puede aprovecharse tanto de otra por el simple hecho de saber que la quiere demasiado,2.4,Spanish
"@ricarospina @user @user @BluRadioCo Disidencias? Las Farc, por qué Comúnmente tratan de llamarlas disidencias?",1.2,Spanish
estoy asi escuchando el debate http,1.3333334,Spanish
